order_purchase_timestamp,product_category_name_english,sales_volume,revenue
2017-08-31,bed_bath_table,8,1252.32
2017-09-01,bed_bath_table,9,724.04
2017-09-02,bed_bath_table,19,1870.96
2017-09-03,bed_bath_table,13,2165.98
2017-09-04,bed_bath_table,16,2130.85
2017-09-05,bed_bath_table,20,2424.51
2017-09-06,bed_bath_table,23,1799.84
2017-09-07,bed_bath_table,12,861.64
2017-09-08,bed_bath_table,7,751.6
2017-09-09,bed_bath_table,16,1692.78
2017-09-10,bed_bath_table,15,1217.98
2017-09-11,bed_bath_table,24,2336.39
2017-09-12,bed_bath_table,27,2061.32
2017-09-13,bed_bath_table,36,2143.54
2017-09-14,bed_bath_table,27,2702.18
2017-09-15,bed_bath_table,30,3268.52
2017-09-16,bed_bath_table,28,3184.88
2017-09-17,bed_bath_table,23,2530.34
2017-09-18,bed_bath_table,61,3823.95
2017-09-19,bed_bath_table,20,1729.9
2017-09-20,bed_bath_table,33,3696.43
2017-09-21,bed_bath_table,33,3378.35
2017-09-22,bed_bath_table,17,1615.68
2017-09-23,bed_bath_table,12,760.3
2017-09-24,bed_bath_table,21,1861.01
2017-09-25,bed_bath_table,23,1867.67
2017-09-26,bed_bath_table,18,2192.79
2017-09-27,bed_bath_table,8,1335.36
2017-09-28,bed_bath_table,19,1459.39
2017-09-29,bed_bath_table,23,3092.88
2017-09-30,bed_bath_table,6,429.57
2017-10-01,bed_bath_table,23,2707.16
2017-10-02,bed_bath_table,22,1425.12
2017-10-03,bed_bath_table,26,1787.81
2017-10-04,bed_bath_table,13,1218.36
2017-10-05,bed_bath_table,23,3014.22
2017-10-06,bed_bath_table,16,961.18
2017-10-07,bed_bath_table,12,615.08
2017-10-08,bed_bath_table,7,564.79
2017-10-09,bed_bath_table,20,2037
2017-10-10,bed_bath_table,31,1496.76
2017-10-11,bed_bath_table,21,1673.27
2017-10-12,bed_bath_table,10,1196.3
2017-10-13,bed_bath_table,17,1349.09
2017-10-14,bed_bath_table,10,966.16
2017-10-15,bed_bath_table,50,2758.18
2017-10-16,bed_bath_table,21,2433.84
2017-10-17,bed_bath_table,90,6306.97
2017-10-18,bed_bath_table,50,2048.41
2017-10-19,bed_bath_table,33,2642.23
2017-10-20,bed_bath_table,15,877.2
2017-10-21,bed_bath_table,13,695.82
2017-10-22,bed_bath_table,32,2986.98
2017-10-23,bed_bath_table,26,2142.59
2017-10-24,bed_bath_table,31,2555.16
2017-10-25,bed_bath_table,17,1389.08
2017-10-26,bed_bath_table,28,2468.55
2017-10-27,bed_bath_table,19,1788.86
2017-10-28,bed_bath_table,13,1001.21
2017-10-29,bed_bath_table,26,1865.46
2017-10-30,bed_bath_table,18,2037.01
2017-10-31,bed_bath_table,23,1926.43
2017-11-01,bed_bath_table,16,1343.31
2017-11-02,bed_bath_table,28,2858.32
2017-11-03,bed_bath_table,30,2074.84
2017-11-04,bed_bath_table,20,1765.07
2017-11-05,bed_bath_table,23,2320.4
2017-11-06,bed_bath_table,26,1888.63
2017-11-07,bed_bath_table,34,2728.73
2017-11-08,bed_bath_table,66,7132.94
2017-11-09,bed_bath_table,28,2942.47
2017-11-10,bed_bath_table,8,688.67
2017-11-11,bed_bath_table,22,2030.59
2017-11-12,bed_bath_table,11,885.31
2017-11-13,bed_bath_table,21,1606.67
2017-11-14,bed_bath_table,34,4129.2
2017-11-15,bed_bath_table,28,2042.36
2017-11-16,bed_bath_table,25,2492.42
2017-11-17,bed_bath_table,26,2548.19
2017-11-18,bed_bath_table,15,1415.74
2017-11-19,bed_bath_table,12,1053.27
2017-11-20,bed_bath_table,25,2355.1
2017-11-21,bed_bath_table,23,2140.94
2017-11-22,bed_bath_table,19,1558.34
2017-11-23,bed_bath_table,42,3737.83
2017-11-24,bed_bath_table,245,21942.46
2017-11-25,bed_bath_table,128,10423.07
2017-11-26,bed_bath_table,63,6308.07
2017-11-27,bed_bath_table,72,6034.28
2017-11-28,bed_bath_table,40,3973.52
2017-11-29,bed_bath_table,44,3652.08
2017-11-30,bed_bath_table,32,2838.67
2017-12-01,bed_bath_table,39,4284.65
2017-12-02,bed_bath_table,28,2690.41
2017-12-03,bed_bath_table,36,3584.7
2017-12-04,bed_bath_table,39,2494.8
2017-12-05,bed_bath_table,32,3201.82
2017-12-06,bed_bath_table,17,2311.39
2017-12-07,bed_bath_table,28,3089.96
2017-12-08,bed_bath_table,17,1864.89
2017-12-09,bed_bath_table,21,1413.24
2017-12-10,bed_bath_table,18,1850.26
2017-12-11,bed_bath_table,24,1962.63
2017-12-12,bed_bath_table,30,2499.2
2017-12-13,bed_bath_table,17,1705.95
2017-12-14,bed_bath_table,17,1072.05
2017-12-15,bed_bath_table,19,1429.68
2017-12-16,bed_bath_table,23,2010.4
2017-12-17,bed_bath_table,10,1138.07
2017-12-18,bed_bath_table,34,3536.74
2017-12-19,bed_bath_table,12,923.28
2017-12-20,bed_bath_table,16,1205.07
2017-12-21,bed_bath_table,13,1402.17
2017-12-22,bed_bath_table,20,1496.85
2017-12-23,bed_bath_table,21,2011.29
2017-12-24,bed_bath_table,5,515.7
2017-12-25,bed_bath_table,13,1039.1
2017-12-26,bed_bath_table,20,1761
2017-12-27,bed_bath_table,23,2220.18
2017-12-28,bed_bath_table,16,1760.84
2017-12-29,bed_bath_table,26,1475.69
2017-12-30,bed_bath_table,13,1021.04
2017-12-31,bed_bath_table,3,332.7
2018-01-01,bed_bath_table,7,442.17
2018-01-02,bed_bath_table,30,2639.84
2018-01-03,bed_bath_table,31,2802.57
2018-01-04,bed_bath_table,34,2838.29
2018-01-05,bed_bath_table,19,1401.66
2018-01-06,bed_bath_table,41,4189.18
2018-01-07,bed_bath_table,26,3243.59
2018-01-08,bed_bath_table,44,3734.31
2018-01-09,bed_bath_table,25,2033.49
2018-01-10,bed_bath_table,27,2642.79
2018-01-11,bed_bath_table,44,5923.19
2018-01-12,bed_bath_table,23,2296.77
2018-01-13,bed_bath_table,25,2504.09
2018-01-14,bed_bath_table,31,3360.71
2018-01-15,bed_bath_table,37,2957.19
2018-01-16,bed_bath_table,60,4202.21
2018-01-17,bed_bath_table,26,2380.18
2018-01-18,bed_bath_table,25,1466.7
2018-01-19,bed_bath_table,22,2237.49
2018-01-20,bed_bath_table,14,803.41
2018-01-21,bed_bath_table,36,3247.81
2018-01-22,bed_bath_table,43,3651.89
2018-01-23,bed_bath_table,38,4128.61
2018-01-24,bed_bath_table,40,3856.25
2018-01-25,bed_bath_table,34,2214
2018-01-26,bed_bath_table,55,3390.9
2018-01-27,bed_bath_table,52,3644.14
2018-01-28,bed_bath_table,17,1651.64
2018-01-29,bed_bath_table,33,3676.69
2018-01-30,bed_bath_table,118,7975.08
2018-01-31,bed_bath_table,40,3251.14
2018-02-01,bed_bath_table,18,1311.84
2018-02-02,bed_bath_table,26,2018.15
2018-02-03,bed_bath_table,38,2827.83
2018-02-04,bed_bath_table,30,2526.94
2018-02-05,bed_bath_table,59,5110.08
2018-02-06,bed_bath_table,23,2082.18
2018-02-07,bed_bath_table,34,2510.85
2018-02-08,bed_bath_table,25,2707.63
2018-02-09,bed_bath_table,29,1901.82
2018-02-10,bed_bath_table,33,1961.44
2018-02-11,bed_bath_table,28,2586.59
2018-02-12,bed_bath_table,47,3813.37
2018-02-13,bed_bath_table,33,1753.37
2018-02-14,bed_bath_table,36,3014.71
2018-02-15,bed_bath_table,44,3400.33
2018-02-16,bed_bath_table,27,2162.35
2018-02-17,bed_bath_table,19,1883.3
2018-02-18,bed_bath_table,24,2466.34
2018-02-19,bed_bath_table,28,2582.99
2018-02-20,bed_bath_table,16,1707.31
2018-02-21,bed_bath_table,18,2484.58
2018-02-22,bed_bath_table,25,1771.89
2018-02-23,bed_bath_table,33,3204.5
2018-02-24,bed_bath_table,14,1308.85
2018-02-25,bed_bath_table,33,3383.73
2018-02-26,bed_bath_table,25,2310.89
2018-02-27,bed_bath_table,16,1478.79
2018-02-28,bed_bath_table,33,3122.23
2018-03-01,bed_bath_table,38,3166.99
2018-03-02,bed_bath_table,26,1913.92
2018-03-03,bed_bath_table,28,2554.17
2018-03-04,bed_bath_table,23,2169.44
2018-03-05,bed_bath_table,25,2030.89
2018-03-06,bed_bath_table,27,2212.88
2018-03-07,bed_bath_table,27,2314.17
2018-03-08,bed_bath_table,27,2901.07
2018-03-09,bed_bath_table,24,1805.39
2018-03-10,bed_bath_table,23,1815.77
2018-03-11,bed_bath_table,19,1348.91
2018-03-12,bed_bath_table,31,2389.88
2018-03-13,bed_bath_table,47,4456.94
2018-03-14,bed_bath_table,27,2513.48
2018-03-15,bed_bath_table,38,3561.54
2018-03-16,bed_bath_table,41,1936.27
2018-03-17,bed_bath_table,28,5732.95
2018-03-18,bed_bath_table,28,2498.97
2018-03-19,bed_bath_table,59,3362.88
2018-03-20,bed_bath_table,40,3329.42
2018-03-21,bed_bath_table,40,2613.27
2018-03-22,bed_bath_table,46,4281.26
2018-03-23,bed_bath_table,24,2416.77
2018-03-24,bed_bath_table,20,1538.8
2018-03-25,bed_bath_table,59,4364.95
2018-03-26,bed_bath_table,25,1764.07
2018-03-27,bed_bath_table,29,2734.25
2018-03-28,bed_bath_table,24,2031.33
2018-03-29,bed_bath_table,33,2680.12
2018-03-30,bed_bath_table,30,2257.29
2018-03-31,bed_bath_table,33,3324.84
2018-04-01,bed_bath_table,31,2468.75
2018-04-02,bed_bath_table,34,3658.21
2018-04-03,bed_bath_table,20,3614.48
2018-04-04,bed_bath_table,24,1727.66
2018-04-05,bed_bath_table,32,2530.37
2018-04-06,bed_bath_table,27,2120.78
2018-04-07,bed_bath_table,28,3157.63
2018-04-08,bed_bath_table,43,3409.37
2018-04-09,bed_bath_table,25,2036.83
2018-04-10,bed_bath_table,27,2556.53
2018-04-11,bed_bath_table,48,5148.64
2018-04-12,bed_bath_table,39,3444.89
2018-04-13,bed_bath_table,61,4275.33
2018-04-14,bed_bath_table,25,2192.99
2018-04-15,bed_bath_table,29,2367.65
2018-04-16,bed_bath_table,35,2944.56
2018-04-17,bed_bath_table,53,5250.01
2018-04-18,bed_bath_table,30,1957
2018-04-19,bed_bath_table,38,2718.52
2018-04-20,bed_bath_table,26,2339.43
2018-04-21,bed_bath_table,13,1347.33
2018-04-22,bed_bath_table,33,3324.89
2018-04-23,bed_bath_table,34,3903
2018-04-24,bed_bath_table,24,1335.52
2018-04-25,bed_bath_table,36,3548.29
2018-04-26,bed_bath_table,27,3081.36
2018-04-27,bed_bath_table,31,3287.87
2018-04-28,bed_bath_table,18,1438.17
2018-04-29,bed_bath_table,25,1871.93
2018-04-30,bed_bath_table,47,4153.09
2018-05-01,bed_bath_table,40,4842.27
2018-05-02,bed_bath_table,30,2776.97
2018-05-03,bed_bath_table,40,2511.97
2018-05-04,bed_bath_table,42,3805.37
2018-05-05,bed_bath_table,26,2259.83
2018-05-06,bed_bath_table,31,2615.13
2018-05-07,bed_bath_table,36,2741.16
2018-05-08,bed_bath_table,50,3950.44
2018-05-09,bed_bath_table,31,3163.31
2018-05-10,bed_bath_table,29,1846.9
2018-05-11,bed_bath_table,20,1509.43
2018-05-12,bed_bath_table,10,1408.77
2018-05-13,bed_bath_table,41,2079.38
2018-05-14,bed_bath_table,68,6005.41
2018-05-15,bed_bath_table,60,5288.75
2018-05-16,bed_bath_table,51,6519.3
2018-05-17,bed_bath_table,25,2425.83
2018-05-18,bed_bath_table,32,2472.29
2018-05-19,bed_bath_table,18,2331.92
2018-05-20,bed_bath_table,30,2216.51
2018-05-21,bed_bath_table,24,2092.34
2018-05-22,bed_bath_table,44,3985.13
2018-05-23,bed_bath_table,20,2431.86
2018-05-24,bed_bath_table,17,1381.27
2018-05-25,bed_bath_table,20,1309.56
2018-05-26,bed_bath_table,19,2353.03
2018-05-27,bed_bath_table,12,1288.17
2018-05-28,bed_bath_table,25,2266.49
2018-05-29,bed_bath_table,19,1802.84
2018-05-30,bed_bath_table,27,2789.42
2018-05-31,bed_bath_table,15,1507.34
2018-06-01,bed_bath_table,21,2200.72
2018-06-02,bed_bath_table,23,1696.28
2018-06-03,bed_bath_table,25,3073.96
2018-06-04,bed_bath_table,38,3013.24
2018-06-05,bed_bath_table,42,3118.06
2018-06-06,bed_bath_table,36,2575.82
2018-06-07,bed_bath_table,41,3614.45
2018-06-08,bed_bath_table,20,1242.79
2018-06-09,bed_bath_table,36,3963.72
2018-06-10,bed_bath_table,43,2854.26
2018-06-11,bed_bath_table,54,3881.74
2018-06-12,bed_bath_table,29,2536.74
2018-06-13,bed_bath_table,29,2415.76
2018-06-14,bed_bath_table,38,3206.94
2018-06-15,bed_bath_table,20,1879.3
2018-06-16,bed_bath_table,28,1848.71
2018-06-17,bed_bath_table,26,2030.54
2018-06-18,bed_bath_table,41,3403.15
2018-06-19,bed_bath_table,34,4285.86
2018-06-20,bed_bath_table,41,4604.67
2018-06-21,bed_bath_table,29,2095.14
2018-06-22,bed_bath_table,17,1571.04
2018-06-23,bed_bath_table,26,2117.36
2018-06-24,bed_bath_table,36,4118.38
2018-06-25,bed_bath_table,17,1326.05
2018-06-26,bed_bath_table,64,6761.84
2018-06-27,bed_bath_table,17,2009.04
2018-06-28,bed_bath_table,37,2960.97
2018-06-29,bed_bath_table,23,1788.55
2018-06-30,bed_bath_table,15,1430.16
2018-07-01,bed_bath_table,22,1411.64
2018-07-02,bed_bath_table,21,1913.23
2018-07-03,bed_bath_table,28,2117.83
2018-07-04,bed_bath_table,54,4082.29
2018-07-05,bed_bath_table,27,2932.06
2018-07-06,bed_bath_table,7,634.58
2018-07-07,bed_bath_table,13,1778.56
2018-07-08,bed_bath_table,11,1532.99
2018-07-09,bed_bath_table,12,1107.54
2018-07-10,bed_bath_table,10,846.5
2018-07-11,bed_bath_table,9,1760.79
2018-07-12,bed_bath_table,8,1214.31
2018-07-13,bed_bath_table,10,610.54
2018-07-14,bed_bath_table,27,1443.69
2018-07-15,bed_bath_table,21,1509.7
2018-07-16,bed_bath_table,19,1521.27
2018-07-17,bed_bath_table,29,1977.31
2018-07-18,bed_bath_table,56,3708.68
2018-07-19,bed_bath_table,37,5414.92
2018-07-20,bed_bath_table,18,1298.95
2018-07-21,bed_bath_table,15,1033.4
2018-07-22,bed_bath_table,52,5009.19
2018-07-23,bed_bath_table,29,4573.44
2018-07-24,bed_bath_table,32,2603.66
2018-07-25,bed_bath_table,28,1532.39
2018-07-26,bed_bath_table,23,1993
2018-07-27,bed_bath_table,34,2607.7
2018-07-28,bed_bath_table,28,1711.29
2018-07-29,bed_bath_table,21,1227.87
2018-07-30,bed_bath_table,45,3004.06
2018-07-31,bed_bath_table,35,3539.02
